project,atom_index,element,group,x_A,y_A,z_A,qe_type,is_contribution_eV,reference_definition,reference_eV,cls_eV
TWDCOH,17,C,C_b,3.96739,5.65129,-0.55735,2,-75.13124,mean(C_b+C_w),-75.02762041666666,0.10361958333334087
TWDCOH,18,C,C_b,3.43591,3.40371,0.23156,2,-75.00683,mean(C_b+C_w),-75.02762041666666,-0.020790416666670808
TWDCOH,19,C,C_b,3.04623,4.61521,-0.37863,2,-75.25828,mean(C_b+C_w),-75.02762041666666,0.2306595833333347
TWDCOH,20,C,C_alpha,1.03254,-2.9434,0.33292,2,-73.90249,mean(C_b+C_w),-75.02762041666666,-1.1251304166666642
TWDCOH,21,C,C_alpha,1.06847,2.59879,0.8328,2,-74.66898,mean(C_b+C_w),-75.02762041666666,-0.3586404166666597
TWDCOH,22,C,C_beta,0.63119,-4.24096,0.59834,2,-75.45862,mean(C_b+C_w),-75.02762041666666,0.43099958333333177
TWDCOH,23,C,C_beta,0.68917,3.82318,1.34536,2,-75.6559,mean(C_b+C_w),-75.02762041666666,0.6282795833333381
TWDCOH,24,C,C_beta,-0.71508,-4.23321,0.62574,2,-75.45982,mean(C_b+C_w),-75.02762041666666,0.432199583333329
TWDCOH,25,C,C_beta,-0.66081,3.83134,1.36534,2,-75.6522,mean(C_b+C_w),-75.02762041666666,0.624579583333329
TWDCOH,26,C,C_alpha,-1.11212,-2.93112,0.37547,2,-73.93921,mean(C_b+C_w),-75.02762041666666,-1.0884104166666617
TWDCOH,27,C,C_alpha,-1.06993,2.61161,0.86469,2,-74.65304,mean(C_b+C_w),-75.02762041666666,-0.3745804166666602
TWDCOH,28,C,C_M,-2.37957,-2.54056,0.25197,2,-74.99368,mean(C_b+C_w),-75.02762041666666,-0.033940416666666806
TWDCOH,29,C,C_b,-3.48417,-4.73757,-0.44028,2,-75.22225,mean(C_b+C_w),-75.02762041666666,0.19462958333333802
TWDCOH,30,C,C_b,-3.52969,-3.52363,0.27978,2,-75.09925,mean(C_b+C_w),-75.02762041666666,0.07162958333333336
TWDCOH,31,C,C_b,-4.56498,-5.62371,-0.40978,2,-75.05705,mean(C_b+C_w),-75.02762041666666,0.029429583333339338
TWDCOH,32,C,C_b,-4.69509,-3.22397,1.01653,2,-75.2529,mean(C_b+C_w),-75.02762041666666,0.2252795833333323
TWDCOH,33,C,C_b,-5.70499,-5.31498,0.33301,2,-75.00248,mean(C_b+C_w),-75.02762041666666,-0.025140416666658894
TWDCOH,34,C,C_b,-5.77045,-4.11633,1.04385,2,-75.09562,mean(C_b+C_w),-75.02762041666666,0.06799958333333223
TWDCOH,35,C,C_M,-2.45634,2.31314,0.50512,2,-74.79165,mean(C_b+C_w),-75.02762041666666,-0.2359704166666603
TWDCOH,36,C,C_w,-3.05798,4.64739,-0.29034,2,-75.10312,mean(C_b+C_w),-75.02762041666666,0.07549958333333961
TWDCOH,37,C,C_w,-3.44427,3.44483,0.3347,2,-74.78419,mean(C_b+C_w),-75.02762041666666,-0.2434304166666692
TWDCOH,38,C,C_w,-3.96698,5.69724,-0.44497,2,-75.00041,mean(C_b+C_w),-75.02762041666666,-0.02721041666666224
TWDCOH,39,C,C_w,-4.76701,3.33082,0.8079,2,-75.03589,mean(C_b+C_w),-75.02762041666666,0.008269583333330388
TWDCOH,40,C,C_w,-5.28413,5.57446,0.02631,2,-74.56096,mean(C_b+C_w),-75.02762041666666,-0.46666041666667013
TWDCOH,41,C,C_w,-5.67459,4.3823,0.65528,2,-74.93304,mean(C_b+C_w),-75.02762041666666,-0.09458041666665906
TWDCOH,42,C,C_L_alpha,-2.68618,-1.11581,0.06214,2,-74.10606,mean(C_b+C_w),-75.02762041666666,-0.9215604166666651
TWDCOH,43,C,C_L_alpha,-2.79322,1.04806,0.23319,2,-74.02308,mean(C_b+C_w),-75.02762041666666,-1.0045404166666714
TWDCOH,44,C,C_L_beta,-3.9948,-0.69779,-0.45948,2,-75.20911,mean(C_b+C_w),-75.02762041666666,0.18148958333333098
TWDCOH,45,C,C_L_beta,-4.06421,0.63835,-0.3433,2,-75.17456,mean(C_b+C_w),-75.02762041666666,0.14693958333333512
TWDCOH,46,N,N_L,1.92837,-0.12759,0.41089,3,-130.72912,mean(all N),-132.3610125,-1.6318924999999922
TWDCOH,47,N,N,-0.03712,-2.10707,0.25328,3,-134.05244,mean(all N),-132.3610125,1.6914275000000032
TWDCOH,48,N,N,-0.00907,1.79746,0.61565,3,-133.92743,mean(all N),-132.3610125,1.5664175
TWDCOH,49,N,N_L,-1.9744,-0.10477,0.47928,3,-130.73506,mean(all N),-132.3610125,-1.6259524999999826
TWDCOH,80,C,C_COOH,-6.25176,6.68853,-0.13461,2,-71.33438,mean(C_b+C_w),-75.02762041666666,-3.6932404166666686
TWDCOH,84,C,C_COOH,6.74674,-6.33226,0.03589,2,-71.20642,mean(C_b+C_w),-75.02762041666666,-3.82120041666667
